flexeme_id,label,lexeme,texts,etymology,inherent_properties,phonological_form
gabal-317,gabál,lex-gabal-317,79;5;1;70;12;47,*gabaglā- (influenced by *kaglā- cf. Schumacher 2000: 205); vn. of gaibid,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈgˠaβˠaØˠlˠ
gabail-317.1,gabáil,lex-gabal-317,6;1;70,*gabaglā- (influenced by *kaglā- cf. Schumacher 2000: 205); vn. of gaibid,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈgˠaβˠaØlʲ
gairdde-318,gairdde,lex-gairdde-318,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈgˠardʲaØʲ
galar-319,galar,lex-galar-319,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈgˠalˠərˠ
gau-320,gáu,lex-gau-320,,*gau̯-ā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈgˠaØˠəØʷ
gein-321,gein,lex-gein-321,,,sync_none;alt_none;gen_neut;stem_n;num_all,ˈgʲanʲ
gell-322,gell,lex-gell-322,,,sync_none;alt_schwa;gen_neut;stem_o;num_all,ˈgʲaʟˠ
genas-323,genas,lex-genas-323,,,sync;alt_none;gen_masc;stem_u;num_all,ˈgʲanˠəsˠ
geinti-324.1,geinti,lex-geintlide-324,,< Lat. gentes ; from Latin gentes,sync_vf;alt_none;gen_masc;stem_i;num_all,ˈgʲaɴtʲəØʲ
geintlide-324,geintlide,lex-geintlide-324,,,sync_vf;alt_none;gen_masc;stem_io;num_all,ˈgʲaɴtlʲəðʲaØʲ
giun-326,giun,lex-giun-326,,*genu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈgʲənʷ
gluas-327,glúas,lex-gluas-327,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈglʷaØˠsˠ
gnas-328,gnás,lex-gnas-328,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈgnˠaØˠsˠ
gniom-329,gníom,lex-gniom-329,,*gnī-mu-; vn. of gniïd,sync_none;alt_none;gen_masc;stem_u;num_all,ˈgnʲəØʲμʷ
gnuis-330,gnúis,lex-gnuis-330,,,sync_none;alt_none;gen_fem;stem_i;num_all,ˈgnʷəØsʲ
goire-331,goire,lex-goire-331,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈgʷarʲaØʲ
gortae-332,gortae,lex-gortae-332,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈgʷardˠaØʲ
grad-333,grád,lex-grad-333,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈgrˠaØˠðˠ
grainne-334,gráinne,lex-grainne-334,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈgrˠaØɴʲaØʲ
guide-335,guide,lex-guide-335,,vn. of guidid,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈgʷəðʲaØʲ
iarfaigid-336,íarfaigid,lex-iarfaigid-336,,vn. of íarmo·foïch,sync;alt_none;gen_fem;stem_i;num_all,ˈØʲaØˠrɸˠəɣʲəðʲ
iocc-337,íocc,lex-iocc-337,,vn. of íccaid,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʲəØʲkʷ
aidpart-338,aidpart,lex-aidpart-338,,*ad-uss-ber-tā-; vn. of ad·opair,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØˠəðbʷərdʷ
idal-339,ídal,lex-idal-339,6;7;81,,sync;alt_none;gen_masc;stem_o;num_all,ˈØʲəØðˠəlˠ
idol-339.1,ídol,lex-idal-339,79,,sync;alt_none;gen_masc;stem_o;num_all,ˈØʲəØðʷəlʷ
iffernn-340,iffernn,lex-iffernn-340,,< Lat. infernus,sync_none;alt_none;gen_masc;stem_o;num_all,ˈØʲəɸʲərɴˠ
il-baill-341,il-baill,lex-il-baill-341,,,sync_none;alt_none;gen_masc;stem_o;num_all,ˈØʲəl-ˈβˠaʟʲ
il-beimm-342,il-béimm,lex-il-beimm-342,,,sync_none;alt_none;gen_neut;stem_n/ā;num_all,ˈØʲəl-ˈβʲaØʲmʲ
il-belrae-343,il-bélrae,lex-il-belrae-343,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲəl-ˈβʲaØlrˠaØʲ
ilar-344,ilar,lex-ilar-344,,,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈØʲəlXXXXərˠ
imbed-345,imbed,lex-imbed-345,6;7;50;43,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈØʲəmʲəðˠ
imbad-345.1,imbad,lex-imbed-345,70;81,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈØʲəmXXXXəðˠ
imbresan-346,imbresan,lex-imbresan-346,,*ambi-u̯rits-sn-o-; vn. of imm·fresnai,sync;alt_none;gen_neut;stem_o;num_all,ˈØʲəmrʲəsˠənˠ
immchist-347,immchist,lex-immchist-347,,,sync_none;alt_vel_stem;gen_fem;stem_i;num_all,ˈØʲəmxʲəstʲ
immchomarc-348,immchomarc,lex-immchomarc-348,,vn. of imm·comairc,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈØʲəmxʷəμXXXXərgˠ
immdibe-349,immdibe,lex-immdibe-349,,vn. of imm·diben,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲəmðʲəβʲaØʲ
immfogaibetu-350,immḟogaibetu,lex-immfogaibetu-350,,,sync_vf;alt_none;gen_masc;stem_t;num_all,ˈØʲəmʷəɣXXXXəβʲədXXXXəØʷ
immarmus-351,immarmus,lex-immarmus-351,,vn. of imm·ruimdethar,sync_none;alt_none;gen_masc;stem_u;num_all,ˈØʲəmXXXXərμXXXXəsʷ
immradud-352,immrádud,lex-immradud-352,,vn. of imm·rádi,sync;alt_none;gen_masc;stem_u;num_all,ˈØʲəmrXXXXaØðʷəðʷ
immned-353,immned,lex-immned-353,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈØʲəmnʲəðˠ
immrol-354,immról,lex-immrol-354,,,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈØʲəmrʷaØʷlʷ
immthanad-355,immthánad,lex-immthanad-355,,,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈØʲəmθXXXXaØˠnˠəðˠ
immthanud-355.1,immthánud,lex-immthanad-355,,,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈØʲəmθXXXXaØnʷəðʷ
immthecht-356,immthecht,lex-immthecht-356,,*ambi-tiχtā-; vn. of imm·tét,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʲəmθʲəxtˠ
immthrenugud-357,immthrénugud,lex-immthrenugud-357,,denominative (abstract) < trén; vn. of imm·trénaigedar,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈØʲəmθrʲaØnʷəɣʷəðʷ
immthugae-358,immthugae,lex-immthugae-358,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʲəmθʷəɣʷaØʲ
incholnugud-359,incholnugud,lex-incholnugud-359,,denominative < colainn; calque on Lat. in-carn-atio; vn. of **incholnaigidir,sync_pal;alt_none;gen_masc;stem_u;num_all,ˈØʲəŋkhʷəlnʷəɣʷəðʷ
indarbbae-360,indarbbae,lex-indarbbae-360,,*ande-ad-φro-uss-bi-i̯o-; vn. of ind·árban,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲəɴXXXXərbˠaØʲ
indas-361,indas,lex-indas-361,,vn. of in·fét,sync_nd;alt_none;gen_neut;stem_u;num_all,ˈØʲəɴXXXXəsˠ
indeb-362,indeb,lex-indeb-362,,,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈØʲəɴʲəβˠ
indirge-363,indírge,lex-indirge-363,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʲəɴʲəØrɣʲaØʲ
indnaide-364,indnaide,lex-indnaide-364,,vn. of ind·neät,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲəɴnXXXXəðʲaØʲ
indocbal-365,indocbál,lex-indocbal-365,,;vn. of *ind·ocaib,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʲəɴʷəgβXXXXaØˠlˠ
ingen-366,ingen,lex-ingen-366,,*enigenā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʲənɣʲənˠ
ingnae-367,ingnae,lex-ingnae-367,79,vn. of in·gnin,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲənɣnʷaØʲ
engnae-367.1,engnae,lex-ingnae-367,79;6,vn. of in·gnin,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʲanɣnˠaØʲ
ingraimm-368,ingreimm,lex-ingraimm-368,6,vn. of in·greinn/ad·greinn,sync_none;alt_none;gen_neut;stem_n;num_all,ˈØʲənɣrʲəmʲ
ingrimm-368.1,ingraimm,lex-ingraimm-368,79;5.,vn. of in·greinn/ad·greinn,sync_none;alt_vel_stem;gen_neut;stem_n;num_all,ˈØʲənɣrXXXXəmʲ
inne-369,inne,lex-inne-369,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʲəɴʲaØʲ
insce-370,insce,lex-insce-370,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʲəɴskʲaØʲ
intliucht-371,intliucht,lex-intliucht-371,,< Lat. intellectus,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈØʲəɴtlʲəxtʷ
intamail-372,intamail,lex-intamail-372,,vn. of in·samlathar,sync;alt_none;gen_fem;stem_ī/ā;num_all,ˈØʲəɴtXXXXəμˠəlʲ
airail-373,airáil,lex-airail-373,,,sync_nd;alt_none;gen_fem;stem_i;num_all,ˈØˠarXXXXaØlʲ
airbag-374,airbág,lex-airbag-374,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØˠarβXXXXaØˠɣˠ
airchrae-375,airchrae,lex-airchrae-375,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØˠərxroaØʲ
ereschae-376,ereschae,lex-ereschae-376,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØˠərʲəskhˠaØʲ
eres-377,eres,lex-eres-377,,*φari-sist-ā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØˠərʲəsˠ
airfocrae-378,airḟócrae,lex-airfocrae-378,,,sync_nd;alt_none;gen_neut;stem_io;num_all,ˈØˠərʷaØgrʷaØʲ
airfuacrae-378.1,airḟúacrae,lex-airfocrae-378,,,sync_nd;alt_none;gen_neut;stem_io;num_all,ˈØˠərʷaØgrˠaØʲ
airgal-379,airgal,lex-airgal-379,,vn. of ar·fich,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØˠərɣʷəlʷ
airnaigde-380,airnaigde,lex-airnaigde-380,,*φari-ni-gu̯ed-i̯ā-; vn. of ar·neget,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØˠərnʷəɣðʲaØʲ
ittge-381,ittge,lex-ittge-381,,,sync_vf;alt_none;gen_masc;stem_io;num_all,ˈØʲətɣʲaØʲ
iudae-383.1,Iúdae,lex-iudaide-383,,,sync_vf;alt_none;gen_masc;stem_io;num_pl,ˈØʲəØðʷaØʲ
iudaide-383,Iúdaide,lex-iudaide-383,,,sync_vf;alt_none;gen_masc;stem_io;num_sg,ˈØʲəØʷðˠəðʲaØʲ
lae-384,laë,lex-lae-384,,,sync;alt_none;gen_neut;stem_io;num_all,ˈʟˠaØˠaØʲ
lam-385,lám,lex-lam-385,,*φlāmā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈʟˠaØˠμˠ
labrad-386,labrad,lex-labrad-386,,*labarātu-; vn. of labraithir,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʟˠaβrˠəðˠ
laithe-387,laithe,lex-laithe-387,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈʟˠaθʲaØʲ
lanamnas-388,lánamnas,lex-lanamnas-388,,denominative (abstract): < lánamain,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʟˠaØˠnˠəμnˠəsˠ
lanae-389,lánae,lex-lanae-389,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈʟˠaØnˠaØʲ
laine-389.1,láine,lex-lanae-389,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈʟˠaØnʲaØʲ
lann-390,lann,lex-lann-390,,< Latin: lāmina; but see Ériu xxvi 175,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈʟˠaɴˠ
lathar-391,láthar,lex-lathar-391,,,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈʟˠaØˠθˠərˠ
legad-392,legad,lex-legad-392,,vn. of legaid,sync;alt_none;gen_masc;stem_u;num_all,ˈʟʲaɣˠəðˠ
leigend-393,léigend,lex-leigend-393,,< Lat. legendum; vn. of légaid,sync_nd;alt_none;gen_neut;stem_o;num_all,ˈʟʲaØʲɣʲəɴˠ
leire-394,léire,lex-leire-394,,*lei̯ri̯ā- ?,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈʟʲaØʲrʲaØʲ
les-395,les,lex-les-395,,,sync_none;alt_schwa;gen_masc;stem_u;num_all,ˈʟʲasˠ
lestar-396,lestar,lex-lestar-396,,,sync;alt_none;gen_neut;stem_o;num_all,ˈʟʲastˠərˠ
leth-397,leth,lex-leth-397,,*φlete/os-,sync_none;alt_none;gen_neut;stem_s;num_all,ˈʟʲaθˠ
leth-397.1,leth,lex-leth-397,,*φlete/os-,sync_none;alt_none;gen_neut;stem_o;num_all,ˈʟʲaθˠ
lie-398,lië,lex-lie-398,,*līu̯ank-,sync;alt_none;gen_masc;stem_nk;num_all,ˈʟʲəØʲaØʲ
lie-398.1,lië,lex-lie-398,,*līu̯ank-,sync;alt_none;gen_fem;stem_nk;num_all,ˈʟʲəØʲaØʲ
li-399,lí,lex-li-399,,*līg-,sync_none;alt_none;gen_neut;stem_k;num_all,ˈʟʲəØʲ
li-399.1,lí,lex-li-399,,*līg-,sync_none;alt_none;gen_neut;stem_indecl;num_all,ˈʟʲəØʲ
lion-400,líon,lex-lion-400,,,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʟʲəØʲnʲ
lion-400.1,líon,lex-lion-400,,,sync_none;alt_none;gen_neut;stem_u;num_all,ˈʟʲəØʲnʲ
lobad-401,lobad,lex-lobad-401,,vn. of lobaid,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈʟʷaβˠəðˠ
lobrae-402,lobrae,lex-lobrae-402,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈʟʷaβrˠaØʲ
loc-403,loc,lex-loc-403,,,sync_none;alt_schwa;gen_masc;stem_o;num_all,ˈʟʷagʷ
log-404,lóg,lex-log-404,,,sync_none;alt_none;gen_neut;stem_s;num_all,ˈʟʷaØʷɣʷ
luag-404.1,lúag,lex-log-404,,,sync_none;alt_none;gen_neut;stem_s;num_all,ˈʟʷaØˠɣˠ
lucht-405,lucht,lex-lucht-405,,*luχtu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʟʷəxtʷ
luige-406,luige,lex-luige-406,79;5,;*lug-i̯o-; vn. of tongaid,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈʟʷəɣʲaØʲ
lugae-406.1,lugae,lex-luige-406,6,;*lug-i̯o-; vn. of tongaid,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈʟʷəɣʷaØʲ
maam-407,maäm,lex-maam-407,79;6,,sync_none;alt_none;gen_masc;stem_u;num_all,ˈmˠaØˠμˠ
mam-407.1,mám,lex-maam-407,6,,sync_none;alt_none;gen_masc;stem_u;num_all,
macc-408,macc,lex-macc-408,,*maku̯ku̯o-,sync_none;alt_none;gen_masc;stem_o;num_all,ˈmˠakˠ
machdad-409,machdad,lex-machdad-409,6;7;22;80,,sync_nd;alt_none;gen_masc;stem_o;num_all,ˈmˠaxðˠəðˠ
machthad-409.1,machthad,lex-machdad-409,79;6;5,,sync_nd;alt_none;gen_masc;stem_o;num_all,ˈmˠaxthˠəðˠ
maigister-410,maigister,lex-maigister-410,,,sync;alt_none;gen_masc;stem_o;num_all,ˈmˠaɣʲəstʲərˠ
main-411,maín,lex-moen-411,,*moi̯ni-,sync_none;alt_none;gen_fem;stem_i;num_all,ˈmˠaØʲnʲ
martrae-412,martrae,lex-martrae-412,,< Lat. martyrium but formed on the base of Ir. martar,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈmˠardrˠaØʲ
mebul-413,mebul,lex-mebul-413,,*me(m)blā- (LEIA M-26);*me(m)bl-ā- (LEIA M-26),sync_nd;alt_none;gen_fem;stem_ā;num_all,ˈmʲaβʷəlʷ
meit-414,méit,lex-meit-414,79;81;6;5,"*mantī-; méit was originally an ī-stem, which at some point became an ā-stem mét, with the (occasional) possiblity to have dative/accusative mét.",sync_none;alt_none;gen_fem;stem_ī/ā;num_all,ˈmʲaØʲdʲ
met-414.1,mét,lex-meit-414,6;7;22;1,"*mantī-; méit was originally an ī-stem, which at some point became an ā-stem mét, with the (occasional) possiblity to have dative/accusative mét.",sync_none;alt_none;gen_fem;stem_ī/ā;num_all,ˈmʲaØʲdˠ
menmmae-415,menmmae,lex-menmmae-415,,*men-men-,sync_vf;alt_none;gen_masc;stem_n;num_all,ˈmʲanmˠaØʲ
meirtrech-416,meirtrech,lex-meirtrech-416,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈmʲardrʲəxˠ
mes-417,mes,lex-mes-417,,*med-tu-; vn. of midithir,sync_none;alt_none;gen_masc;stem_u;num_all,ˈmʲasˠ
mil-418,míl,lex-mil-418,,,sync_none;alt_none;gen_masc;stem_t;num_all,ˈmʲəØʲlʲ
mile-419,míle,lex-mile-419,,< Lat. mīlia,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈmʲəØlʲaØʲ
milte-420,mílte,lex-milte-420,,,sync_vf;alt_none;gen_unk;stem_io;num_all,ˈmʲəØldʲaØʲ
miscuis-421,miscuis,lex-miscuis-421,,,sync_nd;alt_none;gen_fem;stem_n;num_all,ˈmʲəskʷəsʲ
mod-422,mod,lex-mod-422,,,sync_none;alt_schwa;gen_masc;stem_o;num_all,ˈmʷaðʷ
moidem-423,moídem,lex-moidem-423,,,sync;alt_none;gen_fem;stem_ā;num_all,ˈmʷaØʲðʲəμˠ
molad-424,molad,lex-molad-424,,*mol-ā-tu-; vn. of molaithir; denominative (abstract): < mol,sync;alt_none;gen_masc;stem_u;num_all,ˈmʷalˠəðˠ
morad-425,mórad,lex-morad-425,,,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈmʷaØʷrˠəðˠ
mrath-426,mrath,lex-mrath-426,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈmrˠəθˠ
mug-427,mug,lex-mug-427,,,sync_none;alt_none;gen_masc;stem_u;num_all,ˈmʷəɣʷ
munad-428,múnad,lex-munad-428,,,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈmʷəØʷnˠəðˠ
muined-428.1,múined,lex-munad-428,,,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈmʷəØnʲəðˠ
muinter-429,muinter,lex-muinter-429,79;70;5;1,<Lat. monasterium? via British?,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈmʷəɴtʲərˠ
muntar-429.1,muntar,lex-muinter-429,6;7,<Lat. monasterium? via British?,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈmʷəɴtʷərˠ
neb-buith-430,neb-buith,lex-neb-buith-430,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈɴʲaβ-ˈβʷəθʲ
neb-chomalnad-431,neb-chomalnad,lex-neb-chomalnad-431,,,sync_none;alt_none;gen_masc;stem_u;num_all,ˈɴʲaβ-ˈxʷaμˠəlnˠəðˠ
neb-martu-432,neb-martu,lex-neb-martu-432,,,sync_vf;alt_none;gen_masc;stem_nt;num_all,ˈɴʲaβ-ˈμˠardʷəØʷ
neb-thabart-433,neb-thabart,lex-neb-thabart-433,,,sync_nd;alt_none;gen_fem;stem_ā;num_all,ˈɴʲaβ-ˈθˠaβˠərdˠ
nem-434,nem,lex-nem-434,,*nem-o/es-,sync_none;alt_schwa;gen_neut;stem_s;num_all,ˈɴʲaμˠ
nert-435,nert,lex-nert-435,,*nerto-,sync_none;alt_none;gen_neut;stem_o;num_all,ˈɴʲardˠ
nertad-436,nertad,lex-nertad-436,,vn. of nertaid,sync;alt_none;gen_masc;stem_u;num_all,ˈɴʲardˠəðˠ
nochtae-437,nochtae,lex-nochtae-437,,,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈɴʷaxtˠaØʲ
noebad-438,nóebad,lex-noebad-438,,,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈɴʷaØʲβˠəðˠ
nu-fiadnaise-439,nú-ḟíadnaise,lex-nu-fiadnaise-439,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈɴʷəØʷ-ˈØʲaØˠðnˠəsʲaØʲ
uacht-440,úacht,lex-uacht-440,6;81;5,*ou̯g-tu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈØʷaØˠxtˠ
ocht-440.1,ócht,lex-uacht-440,79,*ou̯g-tu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈØʷaØʷxtʷ
ogae-441,ógae,lex-ogae-441,79;6;7;5,*φou̯gi̯ā- ?,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʷaØɣʷaØʲ
oige-441.1,óige,lex-ogae-441,81;70,*φou̯gi̯ā- ?,sync_vf;alt_none;gen_fem;stem_iā;num_all,ˈØʷaØɣʲaØʲ
oigi-442,oígi,lex-oigi-442,,,sync_vf;alt_none;gen_masc;stem_t;num_all,ˈØʷaØʲɣʲəØʲ
oenur-443,óenur,lex-oenur-443,,;compound: óen + fer,sync_nd;alt_none;gen_masc;stem_o;num_all,ˈØʷaØnʷərʷ
oentu-444,óentu,lex-oentu-444,,,sync_vf;alt_none;gen_masc;stem_t;num_all,ˈØʷaØɴtʷəØʷ
oentu-444.1,óentu,lex-oentu-444,,,sync_vf;alt_none;gen_fem;stem_t;num_all,ˈØʷaØɴtʷəØʷ
oipred-445,oipred,lex-oipred-445,,derivative of opar (opair) < L opera,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈØʷabrʲəðˠ
olc-446,olc,lex-olc-446,,*ulku̯-o/ā-,sync_none;alt_schwa;gen_masc;stem_o;num_all,ˈØʷalgʷ
olc-446.1,olc,lex-olc-446,,*ulku̯-o/ā-,sync_none;alt_schwa;gen_neut;stem_o;num_all,ˈØʷalgʷ
olc-446.2,olc,lex-olc-446,,*ulku̯-o/ā-,sync_none;alt_schwa;gen_fem;stem_ā;num_all,ˈØʷalgʷ
olc-447,olc,lex-olc-447,,*ulku̯-o/ā-,sync_none;alt_schwa;gen_neut;stem_o;num_all,ˈØʷalgʷ
omon-448,ómon,lex-omun-448,79;5;70;1,*φoβ-no-,sync_nd;alt_none;gen_masc;stem_o;num_all,ˈØʷaØμʷənʷ
omun-448.1,ómun,lex-omun-448,6;22,*φoβ-no-,sync_nd;alt_none;gen_masc;stem_o;num_all,ˈØʷaØμʷənʷ
omun-448.2,omun,lex-omun-448,79;6,*φoβ-no-,sync_nd;alt_none;gen_masc;stem_u;num_all,ˈØʷaμʷənʷ
uar-449,úar,lex-uar-449,79;6,< Latin: hōra,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʷaØˠrˠ
or-449.1,ór,lex-uar-449,79,< Latin: hōra,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈØʷaØʷrʷ
ordd-450,ordd,lex-ordd-450,,< Latin: ōrdō,sync_none;alt_schwa;gen_masc;stem_o;num_all,ˈØʷardʷ
orbbae-451,orbbae,lex-orbbae-451,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈØʷarbˠaØʲ
peccad-452,peccad,lex-peccad-452,,< Latin: peccatum,sync;alt_none;gen_masc;stem_u;num_all,ˈpʲakˠəðˠ
peccthach-453,peccthach,lex-peccthach-453,,,sync_none;alt_none;gen_masc;stem_o;num_all,ˈpʲakθˠəxˠ
pian-454,pían,lex-pian-454,,< Latin: poena < Greek: ποινή,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈpʲaØˠnˠ
pennait-455,pennait,lex-pendait-455,,"a learned formation from Lat. poenitere or poenitentia (see Thurn. Hdb. 517 , Pedersen Vgl. Gr. i 213)",sync_nd;alt_none;gen_fem;stem_ī/ā;num_all,ˈpʲaɴˠədʲ
persan-456,persan,lex-persan-456,,< Latin: persona,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈpʲarsˠənˠ
popul-457,popul,lex-popul-457,,< Latin: populus,sync;alt_none;gen_masc;stem_o;num_all,ˈpʷabʷəlʷ
preicept-458,preicept,lex-preicept-458,,< Lat. praeceptum; vn. of pridchid,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈprʲəgʲəbdˠ
preiceptoir-459,preiceptóir,lex-preiceptoir-459,,agent suffix -(e)óir: < Latin praeceptor but with a shift of suffix.,sync_none;alt_none;gen_masc;stem_i;num_all,ˈprʲəgʲəbdˠaØrʲ
primit-460,prímit,lex-primit-460,,,sync_none;alt_none;gen_fem;stem_i;num_all,ˈprʲəØμʲədʲ
proind-461,proind,lex-proind-461,79,< Lat. prandium,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈprʷəɴʲ
praind-461.1,praind,lex-proind-461,70;1,< Lat. prandium,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈprˠəɴʲ
rann-462,rann,lex-rann-462,,*φrasnā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈʀˠaɴˠ
rath-463,rath,lex-rath-463,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈʀˠaθˠ
ree-464,reë,lex-ree-464,,,sync;alt_none;gen_fem;stem_iā;num_all,ˈʀʲaØʲaØʲ
re-464.1,ré,lex-ree-464,,,sync_none;alt_none;gen_fem;stem_iā;num_all,ˈʀʲaØʲ
recht-465,recht,lex-recht-465,,,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʀʲaxtˠ
ret-466,rét,lex-ret-466,6;7;21;70,*rentu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʀʲaØʲdˠ
reit-466.1,réit,lex-ret-466,79,*rentu-,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʀʲaØʲdʲ
relad-467,rélad,lex-relad-467,,vn. of rélaid,sync;alt_none;gen_masc;stem_u;num_all,ˈʀʲaØʲlˠəðˠ
riar-468,ríar,lex-riar-468,,,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈʀʲaØˠrˠ
richtu-469,ríchtu,lex-richtu-469,,vn. of ro·icc,sync_vf;alt_none;gen_fem;stem_n;num_all,ˈʀʲəØxtʷəØʷ
ri-470,rí,lex-ri-470,,*rīg-,sync_none;alt_none;gen_masc;stem_k;num_all,ˈʀʲəØʲ
riuth-471,riuth,lex-riuth-471,,*ri-tu-; vn. of reithid,sync_none;alt_none;gen_masc;stem_u;num_all,ˈʀʲəθʷ
rosc-472,rosc,lex-rosc-472,,,sync_none;alt_schwa;gen_neut;stem_o;num_all,ˈʀʷaskʷ
rosc-472.1,rosc,lex-rosc-472,,,sync_none;alt_none;gen_neut;stem_o;num_all,ˈʀʷaskʷ
ruccae-473,ruccae,lex-ruccae-473,,,sync_vf;alt_none;gen_neut;stem_io;num_all,ˈʀʷəkʷaØʲ
run-474,rún,lex-run-474,,*rūn-ā-,sync_none;alt_none;gen_fem;stem_ā;num_all,ˈʀʷəØʷnʷ
sapait-475,sapait,lex-sapait-475,,,sync_none;alt_none;gen_fem;stem_i;num_all,ˈsˠabˠədʲ
sacart-476,sacart,lex-sacart-476,,< Lat. sacerdōs,sync_none;alt_none;gen_masc;stem_o;num_all,ˈsˠagˠərdˠ
